model,seed,epoch,train_loss,val_loss,val_auc,val_accuracy,val_precision,val_recall,val_f1
linear,2,1,0.651467226306151,0.6929360531708774,0.7398493531783695,0.34808946877912395,0.5226755021383271,0.508059686363781,0.5130886107813921
linear,2,2,0.515190747346771,0.7255887529429268,0.7432332834054088,0.3448275862068966,0.5133993272574091,0.5069586687641701,0.5095042037799027
linear,2,3,0.4765637420982904,0.7501851390389835,0.7435429950808301,0.36533084808946875,0.524746256571191,0.4918947103027357,0.5002924072156307
linear,2,4,0.43833043546265876,0.7729991972446442,0.7437709066113827,0.3303821062441752,0.5143084300804841,0.5022100376535009,0.5060998506319164
linear,2,5,0.41414675920197136,0.8230954776791966,0.7324028399407438,0.33783783783783783,0.5041380244865176,0.49291749644605776,0.49698128804572644
linear,2,6,0.38888426085982875,0.8245086354367873,0.7371603728376395,0.3229263746505126,0.4957867000582283,0.505531877736496,0.4990696606171028
linear,2,7,0.3623568374342686,0.8293822057106915,0.744698837769902,0.35880708294501396,0.5059178360677582,0.5251964041445951,0.5116417871901363
linear,2,8,0.360417581452859,0.8805089014417985,0.739200841912842,0.35647716682199443,0.510809435411552,0.5101072655128294,0.5090066322756884
linear,2,9,0.3427417143230581,0.9227491021156311,0.7325087616926224,0.3294501397949674,0.506270601540433,0.49932839964859194,0.49724061610290066
linear,2,10,0.33671281143520654,0.9122560339815476,0.7436129391162822,0.3466915191053122,0.513415608714868,0.5287482407887582,0.5181582496278555
mlp,2,1,0.4945396850171607,0.4468096152824514,0.7931134997476366,0.4552656104380242,0.6561393506050882,0.47300687845346745,0.5349120186196912
mlp,2,2,0.37305253671572897,0.5240053069942138,0.7916816917026399,0.45852749301025164,0.6341339717394598,0.5048475284479818,0.5569456593767906
mlp,2,3,0.35274095543091666,0.6223672488156486,0.7716840474766613,0.4636533084808947,0.6300024692925777,0.49566042677826694,0.5405992934543723
mlp,2,4,0.3100208629494749,0.6839677647632711,0.7770048479399737,0.46877912395153776,0.6224465055984785,0.5100421967322413,0.5469298041027086
mlp,2,5,0.2599154145976577,0.7666349332122242,0.7729164111239206,0.44594594594594594,0.611290632652857,0.5362410829137405,0.5656936439286421
mlp,2,6,0.24123532830106184,0.8466953144353979,0.7786372367665704,0.4440820130475303,0.6029353021346777,0.5371213837997069,0.5626387849609494
mlp,2,7,0.19858439040652823,0.8948492477921879,0.77640946918635,0.46458527493010254,0.6280006184046858,0.5398060065898231,0.5733536008089402
mlp,2,8,0.1600595826234264,0.9678801096537534,0.7696407524804872,0.4408201304753029,0.6161867080052887,0.5300509615442803,0.5655215529222357
mlp,2,9,0.1361399960707636,1.1179391321013956,0.7731430767555161,0.4538676607642125,0.6164408987090085,0.5272373503206902,0.5616595507884324
mlp,2,10,0.16528131249134015,1.2802239779163809,0.759224761530985,0.4422180801491146,0.6046656691403479,0.5195104683099917,0.5540093906039025
cnn,2,1,0.4008424517590455,0.3849332560511196,0.858724829673354,0.42218080149114634,0.714588665498032,0.5068533351277354,0.5725019349104656
cnn,2,2,0.35937934734401633,0.3647080090116052,0.8664078881355873,0.5083876980428704,0.7483098614971156,0.5334646825105527,0.5979407134229409
cnn,2,3,0.34467239661163157,0.3544003919643514,0.8752808447894415,0.5205032618825722,0.7437739446347866,0.5536457704338849,0.6139831752564863
cnn,2,4,0.337495940343271,0.35874449856141033,0.8729036244380618,0.5093196644920783,0.7595479120377263,0.5141466151447006,0.5848439793303364
cnn,2,5,0.32912852087717376,0.34641237732242136,0.8795121401702095,0.5135135135135135,0.7377374660642116,0.5641325065928489,0.6295130286004568
cnn,2,6,0.32333177227652476,0.36329731695792256,0.8730171370432291,0.46318732525629075,0.7074033113204623,0.550011229483762,0.5955977411877583
cnn,2,7,0.3165413662512204,0.35725580506465016,0.8785236761059994,0.527493010251631,0.7688189226428286,0.5427969301254055,0.6064224535107572
cnn,2,8,0.31341183587406457,0.36105843940201926,0.8794896695565797,0.5316868592730661,0.7738882369993944,0.5248839131067388,0.5938512885930967
cnn,2,9,0.3081979231999608,0.3442670900155516,0.8795153564466094,0.5130475302889096,0.7592514808822626,0.5585201379532082,0.6343875294214206
cnn,2,10,0.302172397294741,0.3848174389670877,0.8814282339579561,0.4249767008387698,0.7131251853725457,0.6027141975352495,0.6361460311945053
gru,2,1,0.4257864661877521,0.37531202242654915,0.848176948233305,0.4846225535880708,0.6950832338036305,0.49662302678263454,0.554632658535109
gru,2,2,0.3522516628552912,0.3510965792571797,0.8683353852758409,0.5111835973904939,0.7368400041625974,0.51926094447115,0.5839530470437323
gru,2,3,0.3284391063764301,0.3383177935200579,0.8808770260505311,0.5405405405405406,0.7347434731019071,0.5679200203172619,0.6252376578532433
gru,2,4,0.30953205418720675,0.3312157944721334,0.889231475280063,0.5438024231127679,0.7363070833580132,0.5878087535772931,0.6376884195133188
gru,2,5,0.2922487104318562,0.34271983802318573,0.8908665289321857,0.5554520037278659,0.7743347819437243,0.5501795224259474,0.6089764361561143
gru,2,6,0.277388401245803,0.32005437814137516,0.896304401958988,0.5526561043802423,0.7491779234566325,0.6215098268507271,0.6728437799705878
gru,2,7,0.2660535892074028,0.31899067715686913,0.8994579518766039,0.5694315004659832,0.7402833418037168,0.6249945391767694,0.6659508860140629
gru,2,8,0.252863556648908,0.32543107078355904,0.8954039431968075,0.5633737185461324,0.7376664548121757,0.6148338895453455,0.6628735348306969
gru,2,9,0.23952672493814975,0.3391677540014772,0.8960765614916294,0.5717614165890028,0.7489976594253384,0.6149390745253056,0.6626167565861147
gru,2,10,0.2299832282553005,0.3382605765672291,0.8949406399476862,0.5633737185461324,0.7364292815741889,0.6208572966254453,0.6652922398801349
resnet,2,1,0.37516685940799643,0.36247556262156544,0.8667056210899101,0.5037278657968313,0.6991368288896835,0.5879247674578612,0.6330167670727885
resnet,2,2,0.33967635158295933,0.34453057629220624,0.8815705829705969,0.5041938490214353,0.7435530178099532,0.5525790359114575,0.6209411250704597
resnet,2,3,0.325371358669206,0.347257739480804,0.8869089988189401,0.5349487418452936,0.7440058151154717,0.5552842640675727,0.6116017279352994
resnet,2,4,0.31608134368608953,0.3329802265062052,0.8867470636080892,0.5475302889095992,0.7629544542184246,0.5939757489984105,0.6497608453783602
resnet,2,5,0.309871639261085,0.3556167255429661,0.8808332000117736,0.5354147250698975,0.7732153806469542,0.5400972798759389,0.6043454964881598
resnet,2,6,0.3031830351785774,0.3327264321200988,0.889195318949346,0.5354147250698975,0.767265176630705,0.5735225625008387,0.639892388281452
resnet,2,7,0.2967409646689669,0.3572798879707561,0.8910375185364947,0.5498602050326188,0.752791876151023,0.5756940895764449,0.6239649719074915
resnet,2,8,0.291480966330914,0.33414341553169136,0.8915506314380828,0.5442684063373718,0.7539158455546838,0.612341432874761,0.6584148331526555
resnet,2,9,0.2868000747782461,0.33990493504440084,0.8924463716868729,0.5456663560111836,0.7503420476171722,0.5884259588145264,0.6416807855956984
resnet,2,10,0.2821638859278254,0.3577657920472762,0.8904481437068765,0.5559179869524697,0.7862952628570804,0.5601435850521573,0.6255725908775641
